Unique_ID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOCODE,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area,OBJECTID,GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,foodstamp_cruderate,uninsured_percentage,crd_lacktrpt,crd_foodinsecu,lifeexpect,median_rent,median_home_value,avg_household_size,percent_foreignborn,median_age,male_to_female_ratio,percent_poverty,median_Household_Income,pop_den,unemploy_rate,high_school,Join_Count
276,47,37,16400,2,4.70E+11,Block Group 2,G5030,S,246572,0,36.137848,-86.797129,0.023603671,2.47E-05,100,Census Tract,47037016400,TN,47037016400,47037016400,8.8,5.93,10.8,14.3,84,1243,851200,1.32,12.57,20,81,17.52,59261,6023.93,2.2,98.82,5
277,47,37,16400,3,4.70E+11,Block Group 3,G5030,S,285233,0,36.1340959,-86.7962102,0.026281206,2.86E-05,100,Census Tract,47037016400,TN,47037016400,47037016400,8.8,5.93,10.8,14.3,84,1243,851200,1.32,12.57,20,81,17.52,59261,6023.93,2.2,98.82,7
278,47,37,16500,1,4.70E+11,Block Group 1,G5030,S,428543,0,36.1510923,-86.8058109,0.030387616,4.29E-05,101,Census Tract,47037016500,TN,47037016500,47037016500,10,7.67,13,17.1,79,1902,999,1.37,15,21,73,29.18,57574,4996.2,0.6,96.58,8
279,47,37,16500,2,4.70E+11,Block Group 2,G5030,S,1065896,0,36.1433995,-86.804688,0.041079243,0.000106733,101,Census Tract,47037016500,TN,47037016500,47037016500,10,7.67,13,17.1,79,1902,999,1.37,15,21,73,29.18,57574,4996.2,0.6,96.58,78
280,47,37,16600,1,4.70E+11,Block Group 1,G5030,S,406650,0,36.1436461,-86.8131499,0.028557946,4.07E-05,102,Census Tract,47037016600,TN,47037016600,47037016600,13.5,6.9,10.1,16.1,77.9,1541,544700,1.39,13.07,37,137,23.2,57903,7593.15,2,94.9,39
281,47,37,16600,2,4.70E+11,Block Group 2,G5030,S,228413,0,36.1417109,-86.81949,0.02009768,2.29E-05,102,Census Tract,47037016600,TN,47037016600,47037016600,13.5,6.9,10.1,16.1,77.9,1541,544700,1.39,13.07,37,137,23.2,57903,7593.15,2,94.9,2
282,47,37,16600,3,4.70E+11,Block Group 3,G5030,S,796332,0,36.1484899,-86.8158852,0.047910253,7.97E-05,102,Census Tract,47037016600,TN,47037016600,47037016600,13.5,6.9,10.1,16.1,77.9,1541,544700,1.39,13.07,37,137,23.2,57903,7593.15,2,94.9,22
283,47,37,16700,1,4.70E+11,Block Group 1,G5030,S,936448,0,36.1380956,-86.8274334,0.047166279,9.38E-05,103,Census Tract,47037016700,TN,47037016700,47037016700,3.2,1.64,3.7,5,67.6,1946,967400,1.94,6.35,41,74,9.12,119301,3733.19,2,68.96,3
284,47,37,16700,2,4.70E+11,Block Group 2,G5030,S,385051,0,36.1307902,-86.8294767,0.026831936,3.86E-05,103,Census Tract,47037016700,TN,47037016700,47037016700,3.2,1.64,3.7,5,67.6,1946,967400,1.94,6.35,41,74,9.12,119301,3733.19,2,68.96,2
285,47,37,16700,3,4.70E+11,Block Group 3,G5030,S,1168592,0,36.1322444,-86.8394033,0.052130634,0.000117,103,Census Tract,47037016700,TN,47037016700,47037016700,3.2,1.64,3.7,5,67.6,1946,967400,1.94,6.35,41,74,9.12,119301,3733.19,2,68.96,0
286,47,37,16700,4,4.70E+11,Block Group 4,G5030,S,686978,0,36.1279341,-86.8224795,0.036251193,6.88E-05,103,Census Tract,47037016700,TN,47037016700,47037016700,3.2,1.64,3.7,5,67.6,1946,967400,1.94,6.35,41,74,9.12,119301,3733.19,2,68.96,0
287,47,37,16700,5,4.70E+11,Block Group 5,G5030,S,278934,0,36.1323053,-86.8201407,0.024002429,2.79E-05,103,Census Tract,47037016700,TN,47037016700,47037016700,3.2,1.64,3.7,5,67.6,1946,967400,1.94,6.35,41,74,9.12,119301,3733.19,2,68.96,5
288,47,37,16800,1,4.70E+11,Block Group 1,G5030,S,543773,0,36.1322916,-86.8039371,0.04012684,5.44E-05,104,Census Tract,47037016800,TN,47037016800,47037016800,4.5,7.58,5.2,6.8,71,1614,788400,1.83,15.92,30,90,9.76,88177,2807.44,4.7,84.62,5
289,47,37,16800,2,4.70E+11,Block Group 2,G5030,S,378679,0,36.136216,-86.8058588,0.029263133,3.79E-05,104,Census Tract,47037016800,TN,47037016800,47037016800,4.5,7.58,5.2,6.8,71,1614,788400,1.83,15.92,30,90,9.76,88177,2807.44,4.7,84.62,12
290,47,37,16800,3,4.70E+11,Block Group 3,G5030,S,808955,0,36.1363518,-86.8160511,0.039786873,8.10E-05,104,Census Tract,47037016800,TN,47037016800,47037016800,4.5,7.58,5.2,6.8,71,1614,788400,1.83,15.92,30,90,9.76,88177,2807.44,4.7,84.62,5
291,47,37,16900,1,4.70E+11,Block Group 1,G5030,S,422049,0,36.1274218,-86.7989389,0.028097901,4.23E-05,105,Census Tract,47037016900,TN,47037016900,47037016900,4.5,3.32,4.6,6.7,73.6,1434,963600,2.12,6.33,39,104,3.38,130726,4473.72,9.7,91.51,8
292,47,37,16900,2,4.70E+11,Block Group 2,G5030,S,514780,0,36.1211877,-86.79302,0.033246207,5.15E-05,105,Census Tract,47037016900,TN,47037016900,47037016900,4.5,3.32,4.6,6.7,73.6,1434,963600,2.12,6.33,39,104,3.38,130726,4473.72,9.7,91.51,0
293,47,37,16900,3,4.70E+11,Block Group 3,G5030,S,680754,0,36.1220764,-86.7998285,0.034629082,6.81E-05,105,Census Tract,47037016900,TN,47037016900,47037016900,4.5,3.32,4.6,6.7,73.6,1434,963600,2.12,6.33,39,104,3.38,130726,4473.72,9.7,91.51,4
294,47,37,16900,4,4.70E+11,Block Group 4,G5030,S,403209,0,36.1263463,-86.8099272,0.032030218,4.04E-05,105,Census Tract,47037016900,TN,47037016900,47037016900,4.5,3.32,4.6,6.7,73.6,1434,963600,2.12,6.33,39,104,3.38,130726,4473.72,9.7,91.51,2
295,47,37,16900,5,4.70E+11,Block Group 5,G5030,S,402171,0,36.1297026,-86.8093769,0.033094566,4.03E-05,105,Census Tract,47037016900,TN,47037016900,47037016900,4.5,3.32,4.6,6.7,73.6,1434,963600,2.12,6.33,39,104,3.38,130726,4473.72,9.7,91.51,3
296,47,37,17000,1,4.70E+11,Block Group 1,G5030,S,557653,0,36.1300772,-86.7791527,0.046050547,5.58E-05,106,Census Tract,47037017000,TN,47037017000,47037017000,8,4.34,8.6,12.5,99,1746,927500,2.24,3.78,24,72,8.45,112583,2623.3,5.2,88.51,5
297,47,37,17000,2,4.70E+11,Block Group 2,G5030,S,507743,0,36.1263238,-86.7868808,0.035016724,5.08E-05,106,Census Tract,47037017000,TN,47037017000,47037017000,8,4.34,8.6,12.5,99,1746,927500,2.24,3.78,24,72,8.45,112583,2623.3,5.2,88.51,2
298,47,37,17000,3,4.70E+11,Block Group 3,G5030,S,368227,0,36.1298694,-86.7917777,0.025805954,3.69E-05,106,Census Tract,47037017000,TN,47037017000,47037017000,8,4.34,8.6,12.5,99,1746,927500,2.24,3.78,24,72,8.45,112583,2623.3,5.2,88.51,3
299,47,37,17100,1,4.70E+11,Block Group 1,G5030,S,338756,0,36.1262895,-86.7791859,0.026535995,3.39E-05,107,Census Tract,47037017100,TN,47037017100,47037017100,6,4.16,5.7,8.1,99,1820,649900,1.67,11.34,28,89,9.54,89482,4262.1,2.2,98.98,4
300,47,37,17100,2,4.70E+11,Block Group 2,G5030,S,1336446,0,36.120012,-86.7809161,0.055798084,0.000133785,107,Census Tract,47037017100,TN,47037017100,47037017100,6,4.16,5.7,8.1,99,1820,649900,1.67,11.34,28,89,9.54,89482,4262.1,2.2,98.98,17
301,47,37,17200,1,4.70E+11,Block Group 1,G5030,S,2330860,0,36.1184989,-86.7635987,0.067277552,0.000233327,108,Census Tract,47037017200,TN,47037017200,47037017200,7.2,15.14,6.2,9.5,79.6,1602,348500,1.81,11.06,31,133,6.92,77341,3008.29,2.9,95.11,23
302,47,37,17200,2,4.70E+11,Block Group 2,G5030,S,1679606,0,36.1258469,-86.7538477,0.069705221,0.000168149,108,Census Tract,47037017200,TN,47037017200,47037017200,7.2,15.14,6.2,9.5,79.6,1602,348500,1.81,11.06,31,133,6.92,77341,3008.29,2.9,95.11,22
303,47,37,17300,1,4.70E+11,Block Group 1,G5030,S,863629,0,36.1187128,-86.737298,0.042321433,8.65E-05,109,Census Tract,47037017300,TN,47037017300,47037017300,18.2,23.32,11.5,21.2,84.9,1510,376800,2.5,29.4,31,78,22.08,58879,3007.45,1,99.73,4
304,47,37,17300,2,4.70E+11,Block Group 2,G5030,S,804395,0,36.1160157,-86.7471463,0.037142146,8.05E-05,109,Census Tract,47037017300,TN,47037017300,47037017300,18.2,23.32,11.5,21.2,84.9,1510,376800,2.5,29.4,31,78,22.08,58879,3007.45,1,99.73,79
305,47,37,17300,3,4.70E+11,Block Group 3,G5030,S,691503,0,36.1245583,-86.7445994,0.040110834,6.92E-05,109,Census Tract,47037017300,TN,47037017300,47037017300,18.2,23.32,11.5,21.2,84.9,1510,376800,2.5,29.4,31,78,22.08,58879,3007.45,1,99.73,4
306,47,37,17401,1,4.70E+11,Block Group 1,G5030,S,1141082,0,36.1133925,-86.7325716,0.053978409,0.000114219,110,Census Tract,47037017401,TN,47037017401,47037017401,13.1,30.3,9.8,18.3,80.1,1434,340900,2.15,33.45,35,126,14.6,64000,3470.7,8.3,80.35,4
307,47,37,17401,2,4.70E+11,Block Group 2,G5030,S,767664,0,36.1131695,-86.7197526,0.04557865,7.68E-05,110,Census Tract,47037017401,TN,47037017401,47037017401,13.1,30.3,9.8,18.3,80.1,1434,340900,2.15,33.45,35,126,14.6,64000,3470.7,8.3,80.35,41
308,47,37,17402,1,4.70E+11,Block Group 1,G5030,S,668521,0,36.1035977,-86.7194126,0.049600648,6.69E-05,111,Census Tract,47037017402,TN,47037017402,47037017402,13.8,23.81,10,16.9,81.9,1524,369800,2.18,25.43,30,78,29.24,79028,1310.3,0.9,97.3,9
309,47,37,17402,2,4.70E+11,Block Group 2,G5030,S,884019,0,36.0983746,-86.7299954,0.047561014,8.85E-05,111,Census Tract,47037017402,TN,47037017402,47037017402,13.8,23.81,10,16.9,81.9,1524,369800,2.18,25.43,30,78,29.24,79028,1310.3,0.9,97.3,18
310,47,37,17402,3,4.70E+11,Block Group 3,G5030,S,683298,0,36.0944777,-86.727782,0.055960132,6.84E-05,111,Census Tract,47037017402,TN,47037017402,47037017402,13.8,23.81,10,16.9,81.9,1524,369800,2.18,25.43,30,78,29.24,79028,1310.3,0.9,97.3,42
311,47,37,17402,4,4.70E+11,Block Group 4,G5030,S,1014879,0,36.1048037,-86.7284878,0.045692146,0.000101575,111,Census Tract,47037017402,TN,47037017402,47037017402,13.8,23.81,10,16.9,81.9,1524,369800,2.18,25.43,30,78,29.24,79028,1310.3,0.9,97.3,12
312,47,37,17500,1,4.70E+11,Block Group 1,G5030,S,885444,0,36.1057652,-86.7470782,0.044459904,8.86E-05,112,Census Tract,47037017500,TN,47037017500,47037017500,17.9,14.84,11.1,20.7,82.3,1256,373700,2.36,14.87,35,99,20.83,69784,1309.23,3.1,96.04,11
313,47,37,17500,2,4.70E+11,Block Group 2,G5030,S,631235,0,36.1054372,-86.7381454,0.034774109,6.32E-05,112,Census Tract,47037017500,TN,47037017500,47037017500,17.9,14.84,11.1,20.7,82.3,1256,373700,2.36,14.87,35,99,20.83,69784,1309.23,3.1,96.04,35
314,47,37,17500,3,4.70E+11,Block Group 3,G5030,S,1384014,0,36.0963729,-86.7438141,0.077328066,0.000138506,112,Census Tract,47037017500,TN,47037017500,47037017500,17.9,14.84,11.1,20.7,82.3,1256,373700,2.36,14.87,35,99,20.83,69784,1309.23,3.1,96.04,25
315,47,37,17701,1,4.70E+11,Block Group 1,G5030,S,4162684,0,36.0951974,-86.7734369,0.090291756,0.000416577,113,Census Tract,47037017701,TN,47037017701,47037017701,3.5,1.79,3.6,5.3,84.6,2213,1156500,2.58,6.24,40,120,1.01,196125,1199.85,3.8,98.49,0
316,47,37,17701,2,4.70E+11,Block Group 2,G5030,S,1117688,0,36.0994046,-86.7861981,0.056485356,0.000111858,113,Census Tract,47037017701,TN,47037017701,47037017701,3.5,1.79,3.6,5.3,84.6,2213,1156500,2.58,6.24,40,120,1.01,196125,1199.85,3.8,98.49,0
317,47,37,17702,1,4.70E+11,Block Group 1,G5030,S,1209100,0,36.1017368,-86.805977,0.053730718,0.000121009,114,Census Tract,47037017702,TN,47037017702,47037017702,4.2,2.18,5.7,7.6,76.9,1410,863000,2.26,6.25,26,86,2.75,144886,3017.05,3.4,95.29,9
318,47,37,17702,2,4.70E+11,Block Group 2,G5030,S,2087557,0,36.0982477,-86.7960386,0.06642797,0.000208919,114,Census Tract,47037017702,TN,47037017702,47037017702,4.2,2.18,5.7,7.6,76.9,1410,863000,2.26,6.25,26,86,2.75,144886,3017.05,3.4,95.29,0
319,47,37,17800,1,4.70E+11,Block Group 1,G5030,S,985740,0,36.1092462,-86.7781914,0.04847011,9.87E-05,115,Census Tract,47037017800,TN,47037017800,47037017800,5.5,2.42,5.8,8.4,82.4,1704,674300,1.99,10.12,34,73,6.29,120089,1189.89,2.5,99.06,8
320,47,37,17800,2,4.70E+11,Block Group 2,G5030,S,1175738,0,36.1084903,-86.7940798,0.068100017,0.000117685,115,Census Tract,47037017800,TN,47037017800,47037017800,5.5,2.42,5.8,8.4,82.4,1704,674300,1.99,10.12,34,73,6.29,120089,1189.89,2.5,99.06,0
321,47,37,17800,3,4.70E+11,Block Group 3,G5030,S,534860,0,36.1140392,-86.7925727,0.033345054,5.35E-05,115,Census Tract,47037017800,TN,47037017800,47037017800,5.5,2.42,5.8,8.4,82.4,1704,674300,1.99,10.12,34,73,6.29,120089,1189.89,2.5,99.06,1
322,47,37,17800,4,4.70E+11,Block Group 4,G5030,S,287370,0,36.1195316,-86.8042853,0.026697172,2.88E-05,115,Census Tract,47037017800,TN,47037017800,47037017800,5.5,2.42,5.8,8.4,82.4,1704,674300,1.99,10.12,34,73,6.29,120089,1189.89,2.5,99.06,7
323,47,37,17800,5,4.70E+11,Block Group 5,G5030,S,1122503,0,36.1128449,-86.8057002,0.043211744,0.000112358,115,Census Tract,47037017800,TN,47037017800,47037017800,5.5,2.42,5.8,8.4,82.4,1704,674300,1.99,10.12,34,73,6.29,120089,1189.89,2.5,99.06,8
324,47,37,17901,1,4.70E+11,Block Group 1,G5030,S,478291,0,36.1014818,-86.8130187,0.02770846,4.79E-05,116,Census Tract,47037017901,TN,47037017901,47037017901,5,3.4,4.7,7.2,81.7,1976,977800,2.07,12.3,44,92,18.91,117832,150.5,4.7,94.91,6
325,47,37,17901,2,4.70E+11,Block Group 2,G5030,S,1337241,0,36.1049823,-86.8276166,0.057361043,0.00013384,116,Census Tract,47037017901,TN,47037017901,47037017901,5,3.4,4.7,7.2,81.7,1976,977800,2.07,12.3,44,92,18.91,117832,150.5,4.7,94.91,23
326,47,37,17901,3,4.70E+11,Block Group 3,G5030,S,908992,0,36.1100381,-86.8409055,0.045268475,9.10E-05,116,Census Tract,47037017901,TN,47037017901,47037017901,5,3.4,4.7,7.2,81.7,1976,977800,2.07,12.3,44,92,18.91,117832,150.5,4.7,94.91,0
327,47,37,17901,4,4.70E+11,Block Group 4,G5030,S,1952153,0,36.1113876,-86.8239051,0.065531304,0.0001954,116,Census Tract,47037017901,TN,47037017901,47037017901,5,3.4,4.7,7.2,81.7,1976,977800,2.07,12.3,44,92,18.91,117832,150.5,4.7,94.91,23
328,47,37,17902,1,4.70E+11,Block Group 1,G5030,S,1759259,0,36.0977419,-86.8384477,0.058604303,0.000176062,117,Census Tract,47037017902,TN,47037017902,47037017902,2.2,1.8,2.9,3.9,80.5,2429,1021700,2.1,4.43,44,74,3.02,142037,215.62,3.9,94.2,6
329,47,37,17902,2,4.70E+11,Block Group 2,G5030,S,625264,0,36.0971016,-86.826751,0.040242416,6.26E-05,117,Census Tract,47037017902,TN,47037017902,47037017902,2.2,1.8,2.9,3.9,80.5,2429,1021700,2.1,4.43,44,74,3.02,142037,215.62,3.9,94.2,12
330,47,37,17902,3,4.70E+11,Block Group 3,G5030,S,1727163,0,36.0941072,-86.815084,0.065580834,0.000172842,117,Census Tract,47037017902,TN,47037017902,47037017902,2.2,1.8,2.9,3.9,80.5,2429,1021700,2.1,4.43,44,74,3.02,142037,215.62,3.9,94.2,1
331,47,37,18000,1,4.70E+11,Block Group 1,G5030,S,738854,0,36.1223482,-86.8138567,0.043798084,7.40E-05,118,Census Tract,47037018000,TN,47037018000,47037018000,3.5,2.05,3.8,5.4,87.2,1762,775600,1.86,8.26,54,66,8.32,139136,349.71,0.6,97.58,9
332,47,37,18000,2,4.70E+11,Block Group 2,G5030,S,1018214,0,36.1182946,-86.8198557,0.052918827,0.000101926,118,Census Tract,47037018000,TN,47037018000,47037018000,3.5,2.05,3.8,5.4,87.2,1762,775600,1.86,8.26,54,66,8.32,139136,349.71,0.6,97.58,0
333,47,37,18000,3,4.70E+11,Block Group 3,G5030,S,1056158,0,36.1218128,-86.8308305,0.045160989,0.000105729,118,Census Tract,47037018000,TN,47037018000,47037018000,3.5,2.05,3.8,5.4,87.2,1762,775600,1.86,8.26,54,66,8.32,139136,349.71,0.6,97.58,1
334,47,37,18000,4,4.70E+11,Block Group 4,G5030,S,890015,0,36.1246903,-86.8408501,0.051526806,8.91E-05,118,Census Tract,47037018000,TN,47037018000,47037018000,3.5,2.05,3.8,5.4,87.2,1762,775600,1.86,8.26,54,66,8.32,139136,349.71,0.6,97.58,2
335,47,37,18000,5,4.70E+11,Block Group 5,G5030,S,579455,0,36.1208871,-86.8442179,0.041315383,5.80E-05,118,Census Tract,47037018000,TN,47037018000,47037018000,3.5,2.05,3.8,5.4,87.2,1762,775600,1.86,8.26,54,66,8.32,139136,349.71,0.6,97.58,15
336,47,37,18101,1,4.70E+11,Block Group 1,G5030,S,631194,0,36.1439686,-86.8557236,0.041893424,6.32E-05,119,Census Tract,47037018101,TN,47037018101,47037018101,19.7,20.57,12.4,22.2,80.5,1306,453200,1.91,30.06,30,93,26.9,51821,723.37,2.6,96.06,34
337,47,37,18101,2,4.70E+11,Block Group 2,G5030,S,1723006,0,36.1424828,-86.8666433,0.058338222,0.00017253,119,Census Tract,47037018101,TN,47037018101,47037018101,19.7,20.57,12.4,22.2,80.5,1306,453200,1.91,30.06,30,93,26.9,51821,723.37,2.6,96.06,43
338,47,37,18101,3,4.70E+11,Block Group 3,G5030,S,1019571,0,36.1464554,-86.8721557,0.070213162,0.000102098,119,Census Tract,47037018101,TN,47037018101,47037018101,19.7,20.57,12.4,22.2,80.5,1306,453200,1.91,30.06,30,93,26.9,51821,723.37,2.6,96.06,80
339,47,37,18102,1,4.70E+11,Block Group 1,G5030,S,1578056,0,36.1342858,-86.8743402,0.062568871,0.000158,120,Census Tract,47037018102,TN,47037018102,47037018102,4,2.75,3.8,5.7,78.6,1054,689600,1.78,10.51,61,87,6.45,117724,1780.36,7.3,97.43,6
340,47,37,18102,2,4.70E+11,Block Group 2,G5030,S,2009370,0,36.1315768,-86.8562994,0.066371295,0.000201177,120,Census Tract,47037018102,TN,47037018102,47037018102,4,2.75,3.8,5.7,78.6,1054,689600,1.78,10.51,61,87,6.45,117724,1780.36,7.3,97.43,25
341,47,37,18102,3,4.70E+11,Block Group 3,G5030,S,3801228,0,36.1227959,-86.8712923,0.085494327,0.000380536,120,Census Tract,47037018102,TN,47037018102,47037018102,4,2.75,3.8,5.7,78.6,1054,689600,1.78,10.51,61,87,6.45,117724,1780.36,7.3,97.43,1
342,47,37,18201,1,4.70E+11,Block Group 1,G5030,S,1973830,0,36.1311776,-86.8902683,0.064682673,0.000197618,121,Census Tract,47037018201,TN,47037018201,47037018201,3.1,0.41,3.7,5.1,79.2,2962,738800,2.43,2.19,34,133,0.33,151212,1772.62,2.6,98.92,17
343,47,37,18201,2,4.70E+11,Block Group 2,G5030,S,2399435,0,36.1186609,-86.8978445,0.069569864,0.000240192,121,Census Tract,47037018201,TN,47037018201,47037018201,3.1,0.41,3.7,5.1,79.2,2962,738800,2.43,2.19,34,133,0.33,151212,1772.62,2.6,98.92,2
344,47,37,18201,3,4.70E+11,Block Group 3,G5030,S,2869121,0,36.1016249,-86.8867413,0.097587196,0.000287148,121,Census Tract,47037018201,TN,47037018201,47037018201,3.1,0.41,3.7,5.1,79.2,2962,738800,2.43,2.19,34,133,0.33,151212,1772.62,2.6,98.92,2
345,47,37,18203,1,4.70E+11,Block Group 1,G5030,S,1690860,0,36.1117723,-86.8803646,0.052294914,0.000169246,122,Census Tract,47037018203,TN,47037018203,47037018203,2.6,0.91,3.3,4.4,80.3,0,975600,2.31,4.49,49,115,0,234063,1394.44,3.4,94.93,0
346,47,37,18203,2,4.70E+11,Block Group 2,G5030,S,1145529,0,36.1090681,-86.87047,0.050046013,0.000114658,122,Census Tract,47037018203,TN,47037018203,47037018203,2.6,0.91,3.3,4.4,80.3,0,975600,2.31,4.49,49,115,0,234063,1394.44,3.4,94.93,0
347,47,37,18204,1,4.70E+11,Block Group 1,G5030,S,1550129,0,36.0826594,-86.9070797,0.068954657,0.000155103,123,Census Tract,47037018204,TN,47037018204,47037018204,14.5,5.49,9.4,15.3,80,1702,264900,1.74,14.71,33,81,23.75,48375,3583.24,1.5,97.44,7
348,47,37,18204,2,4.70E+11,Block Group 2,G5030,S,1250139,0,36.0866766,-86.9154816,0.052569932,0.000125093,123,Census Tract,47037018204,TN,47037018204,47037018204,14.5,5.49,9.4,15.3,80,1702,264900,1.74,14.71,33,81,23.75,48375,3583.24,1.5,97.44,10
349,47,37,18205,1,4.70E+11,Block Group 1,G5030,S,2662709,0,36.0945793,-86.9008582,0.07190116,0.000266466,124,Census Tract,47037018205,TN,47037018205,47037018205,4.2,3.55,5,6.8,80.1,1739,704100,1.87,10.63,40,78,7.05,93530,6663.64,2.9,98.08,0
350,47,37,18205,2,4.70E+11,Block Group 2,G5030,S,3299413,430,36.1055843,-86.9076505,0.116955241,0.000330277,124,Census Tract,47037018205,TN,47037018205,47037018205,4.2,3.55,5,6.8,80.1,1739,704100,1.87,10.63,40,78,7.05,93530,6663.64,2.9,98.08,0
351,47,37,18205,3,4.70E+11,Block Group 3,G5030,S,1447264,0,36.1050726,-86.9192599,0.063113642,0.000144852,124,Census Tract,47037018205,TN,47037018205,47037018205,4.2,3.55,5,6.8,80.1,1739,704100,1.87,10.63,40,78,7.05,93530,6663.64,2.9,98.08,6
352,47,37,18302,1,4.70E+11,Block Group 1,G5030,S,49994337,13533,36.0400075,-87.0145261,0.390362634,0.005001076,125,Census Tract,47037018302,TN,47037018302,47037018302,5.6,6.47,5,8.1,79.6,2520,436300,2.6,9.12,37,87,9.78,120203,1925.46,0,96.72,2
353,47,37,18303,1,4.70E+11,Block Group 1,G5030,S,1609986,0,36.1181401,-86.9181872,0.092087961,0.000161164,126,Census Tract,47037018303,TN,47037018303,47037018303,11.2,11.81,8.8,14,79.1,1701,406400,1.66,2.69,29,66,15.67,74688,3490.56,1.8,94.4,9
354,47,37,18303,2,4.70E+11,Block Group 2,G5030,S,51086971,1409715,36.1506555,-86.9598389,0.386073162,0.005257557,126,Census Tract,47037018303,TN,47037018303,47037018303,11.2,11.81,8.8,14,79.1,1701,406400,1.66,2.69,29,66,15.67,74688,3490.56,1.8,94.4,73
355,47,37,18304,1,4.70E+11,Block Group 1,G5030,S,17498727,18712,36.1002712,-86.9959531,0.256875578,0.001753132,127,Census Tract,47037018304,TN,47037018304,47037018304,4.6,2.21,4.7,7.2,80.8,1911,480500,2.63,7.98,42,103,0.29,132996,1516.97,0,99.21,10
356,47,37,18304,2,4.70E+11,Block Group 2,G5030,S,15732596,0,36.1020222,-86.9554986,0.174037939,0.00157456,127,Census Tract,47037018304,TN,47037018304,47037018304,4.6,2.21,4.7,7.2,80.8,1911,480500,2.63,7.98,42,103,0.29,132996,1516.97,0,99.21,7
357,47,37,18404,1,4.70E+11,Block Group 1,G5030,S,3527731,0,36.0712583,-86.9074694,0.083203324,0.000352929,128,Census Tract,47037018404,TN,47037018404,47037018404,6,7.28,5.9,8.8,83.7,1782,369500,1.65,11.32,45,75,2.67,76039,2973.63,3.9,96.25,12
358,47,37,18404,2,4.70E+11,Block Group 2,G5030,S,766863,0,36.068188,-86.9218851,0.03893122,7.67E-05,128,Census Tract,47037018404,TN,47037018404,47037018404,6,7.28,5.9,8.8,83.7,1782,369500,1.65,11.32,45,75,2.67,76039,2973.63,3.9,96.25,10
359,47,37,18404,3,4.70E+11,Block Group 3,G5030,S,563715,0,36.0869752,-86.8889063,0.03179091,5.64E-05,128,Census Tract,47037018404,TN,47037018404,47037018404,6,7.28,5.9,8.8,83.7,1782,369500,1.65,11.32,45,75,2.67,76039,2973.63,3.9,96.25,2
360,47,37,18404,4,4.70E+11,Block Group 4,G5030,S,10988786,0,36.0660051,-86.8892123,0.168836388,0.001099292,128,Census Tract,47037018404,TN,47037018404,47037018404,6,7.28,5.9,8.8,83.7,1782,369500,1.65,11.32,45,75,2.67,76039,2973.63,3.9,96.25,2
361,47,37,18405,1,4.70E+11,Block Group 1,G5030,S,878419,0,36.0661998,-86.9300225,0.043577119,8.79E-05,129,Census Tract,47037018405,TN,47037018405,47037018405,5.2,6.47,4.8,7.5,82,1704,506700,2.32,4.01,41,72,4.64,106635,2765.92,0.3,97.53,5
362,47,37,18405,2,4.70E+11,Block Group 2,G5030,S,2859253,0,36.057097,-86.9330759,0.099984157,0.000286001,129,Census Tract,47037018405,TN,47037018405,47037018405,5.2,6.47,4.8,7.5,82,1704,506700,2.32,4.01,41,72,4.64,106635,2765.92,0.3,97.53,6
363,47,37,18405,3,4.70E+11,Block Group 3,G5030,S,3185503,0,36.0440928,-86.950434,0.136526384,0.000318583,129,Census Tract,47037018405,TN,47037018405,47037018405,5.2,6.47,4.8,7.5,82,1704,506700,2.32,4.01,41,72,4.64,106635,2765.92,0.3,97.53,8
364,47,37,18407,1,4.70E+11,Block Group 1,G5030,S,2984662,0,36.0620987,-86.9594387,0.084257704,0.000298564,130,Census Tract,47037018407,TN,47037018407,47037018407,5.5,4.14,4.9,7.7,87.2,2350,464100,2.72,10.68,36,111,4.2,133153,2414.29,9.2,88.74,1
365,47,37,18407,2,4.70E+11,Block Group 2,G5030,S,5562836,0,36.0674393,-86.9874868,0.150717459,0.000556503,130,Census Tract,47037018407,TN,47037018407,47037018407,5.5,4.14,4.9,7.7,87.2,2350,464100,2.72,10.68,36,111,4.2,133153,2414.29,9.2,88.74,3
366,47,37,18408,1,4.70E+11,Block Group 1,G5030,S,2885975,0,36.0508801,-86.9664836,0.076538113,0.000288652,131,Census Tract,47037018408,TN,47037018408,47037018408,4,1.4,4.3,6.4,83.8,3203,488600,2.53,6.29,46,82,1.74,137500,2957.66,2.9,98.53,3
367,47,37,18408,2,4.70E+11,Block Group 2,G5030,S,3222891,0,36.0417524,-86.9767939,0.089014259,0.000322312,131,Census Tract,47037018408,TN,47037018408,47037018408,4,1.4,4.3,6.4,83.8,3203,488600,2.53,6.29,46,82,1.74,137500,2957.66,2.9,98.53,0
368,47,37,18409,1,4.70E+11,Block Group 1,G5030,S,1154462,0,36.0661968,-86.9478905,0.047331291,0.00011549,132,Census Tract,47037018409,TN,47037018409,47037018409,5.5,3.8,4.8,7.8,82.8,2036,329500,1.84,4.8,49,67,7.88,82119,3165.8,2.1,86.51,5
